schno,school,span,group,domain,construct,favorability,count
834,Spring Valley ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,63,76
834,Spring Valley ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,62,76
834,Spring Valley ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,80,
834,Spring Valley ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",79,
834,Spring Valley ES,Elementary,School,Culture/Climate,Safety,51,
834,Spring Valley ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),75,
834,Spring Valley ES,Elementary,School,Social-Emotional Learning,Growth Mindset,54,
834,Spring Valley ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,58,
834,Spring Valley ES,Elementary,School,Social-Emotional Learning,Self-Management,68,
834,Spring Valley ES,Elementary,School,Social-Emotional Learning,Social Awareness,63,
838,King (T. Starr) ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,82,21
838,King (T. Starr) ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",73,21
838,King (T. Starr) ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,58,21
838,King (T. Starr) ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),68,21
838,King (T. Starr) ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,65,21
838,King (T. Starr) ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,60,21
838,King (T. Starr) ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Management,65,21
838,King (T. Starr) ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Social Awareness,63,21
838,King (T. Starr) ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,79,47
838,King (T. Starr) ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",67,47
838,King (T. Starr) ES,Elementary,Low SES,Culture/Climate,Safety,52,47
838,King (T. Starr) ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),65,47
838,King (T. Starr) ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,59,47
838,King (T. Starr) ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,51,47
838,King (T. Starr) ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,57,47
838,King (T. Starr) ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,57,47
838,King (T. Starr) ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,80,
838,King (T. Starr) ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",68,
838,King (T. Starr) ES,Elementary,School,Culture/Climate,Safety,55,
838,King (T. Starr) ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),66,
838,King (T. Starr) ES,Elementary,School,Social-Emotional Learning,Growth Mindset,65,
838,King (T. Starr) ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,58,
838,King (T. Starr) ES,Elementary,School,Social-Emotional Learning,Self-Management,65,
838,King (T. Starr) ES,Elementary,School,Social-Emotional Learning,Social Awareness,62,
842,Sunnyside ES,Elementary,Asian,Culture/Climate,Climate of Support for Academic Learning,74,22
842,Sunnyside ES,Elementary,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",64,22
842,Sunnyside ES,Elementary,Asian,Culture/Climate,Safety,55,22
842,Sunnyside ES,Elementary,Asian,Culture/Climate,Sense of Belonging (School Connectedness),69,22
842,Sunnyside ES,Elementary,Asian,Social-Emotional Learning,Growth Mindset,58,22
842,Sunnyside ES,Elementary,Asian,Social-Emotional Learning,Self-Efficacy,65,22
842,Sunnyside ES,Elementary,Asian,Social-Emotional Learning,Self-Management,72,22
842,Sunnyside ES,Elementary,Asian,Social-Emotional Learning,Social Awareness,65,22
842,Sunnyside ES,Elementary,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,85,28
842,Sunnyside ES,Elementary,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",80,28
842,Sunnyside ES,Elementary,Hispanic/Latino,Culture/Climate,Safety,71,28
842,Sunnyside ES,Elementary,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),71,28
842,Sunnyside ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,59,28
842,Sunnyside ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,53,28
842,Sunnyside ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Self-Management,73,28
842,Sunnyside ES,Elementary,Hispanic/Latino,Social-Emotional Learning,Social Awareness,69,28
842,Sunnyside ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,74,43
842,Sunnyside ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",63,43
842,Sunnyside ES,Elementary,Low SES,Culture/Climate,Safety,58,43
842,Sunnyside ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),62,43
842,Sunnyside ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,57,43
842,Sunnyside ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,49,43
842,Sunnyside ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,65,43
842,Sunnyside ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,62,43
842,Sunnyside ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,79,
842,Sunnyside ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",74,
842,Sunnyside ES,Elementary,School,Culture/Climate,Safety,67,
842,Sunnyside ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),72,
842,Sunnyside ES,Elementary,School,Social-Emotional Learning,Growth Mindset,68,
842,Sunnyside ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,63,
842,Sunnyside ES,Elementary,School,Social-Emotional Learning,Self-Management,75,
842,Sunnyside ES,Elementary,School,Social-Emotional Learning,Social Awareness,70,
842,Sunnyside ES,Elementary,White,Culture/Climate,Climate of Support for Academic Learning,81,47
842,Sunnyside ES,Elementary,White,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",77,47
842,Sunnyside ES,Elementary,White,Culture/Climate,Safety,71,47
842,Sunnyside ES,Elementary,White,Culture/Climate,Sense of Belonging (School Connectedness),75,47
842,Sunnyside ES,Elementary,White,Social-Emotional Learning,Growth Mindset,75,47
842,Sunnyside ES,Elementary,White,Social-Emotional Learning,Self-Efficacy,64,47
842,Sunnyside ES,Elementary,White,Social-Emotional Learning,Self-Management,76,47
842,Sunnyside ES,Elementary,White,Social-Emotional Learning,Social Awareness,74,47
848,Sutro ES,Elementary,Asian,Culture/Climate,Climate of Support for Academic Learning,80,65
848,Sutro ES,Elementary,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",74,65
848,Sutro ES,Elementary,Asian,Culture/Climate,Safety,47,65
848,Sutro ES,Elementary,Asian,Culture/Climate,Sense of Belonging (School Connectedness),68,65
848,Sutro ES,Elementary,Asian,Social-Emotional Learning,Growth Mindset,46,65
848,Sutro ES,Elementary,Asian,Social-Emotional Learning,Self-Efficacy,39,65
848,Sutro ES,Elementary,Asian,Social-Emotional Learning,Self-Management,72,65
848,Sutro ES,Elementary,Asian,Social-Emotional Learning,Social Awareness,54,65
848,Sutro ES,Elementary,ELL,Culture/Climate,Climate of Support for Academic Learning,78,33
848,Sutro ES,Elementary,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",72,33
848,Sutro ES,Elementary,ELL,Culture/Climate,Safety,41,33
848,Sutro ES,Elementary,ELL,Culture/Climate,Sense of Belonging (School Connectedness),69,33
848,Sutro ES,Elementary,ELL,Social-Emotional Learning,Growth Mindset,38,33
848,Sutro ES,Elementary,ELL,Social-Emotional Learning,Self-Efficacy,33,33
848,Sutro ES,Elementary,ELL,Social-Emotional Learning,Self-Management,70,33
848,Sutro ES,Elementary,ELL,Social-Emotional Learning,Social Awareness,55,33
848,Sutro ES,Elementary,Low SES,Culture/Climate,Climate of Support for Academic Learning,77,51
848,Sutro ES,Elementary,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",73,51
848,Sutro ES,Elementary,Low SES,Culture/Climate,Safety,47,51
848,Sutro ES,Elementary,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),71,51
848,Sutro ES,Elementary,Low SES,Social-Emotional Learning,Growth Mindset,42,51
848,Sutro ES,Elementary,Low SES,Social-Emotional Learning,Self-Efficacy,36,51
848,Sutro ES,Elementary,Low SES,Social-Emotional Learning,Self-Management,69,51
848,Sutro ES,Elementary,Low SES,Social-Emotional Learning,Social Awareness,50,51
848,Sutro ES,Elementary,School,Culture/Climate,Climate of Support for Academic Learning,80,
848,Sutro ES,Elementary,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",73,
848,Sutro ES,Elementary,School,Culture/Climate,Safety,47,
848,Sutro ES,Elementary,School,Culture/Climate,Sense of Belonging (School Connectedness),67,
848,Sutro ES,Elementary,School,Social-Emotional Learning,Growth Mindset,46,
848,Sutro ES,Elementary,School,Social-Emotional Learning,Self-Efficacy,40,
848,Sutro ES,Elementary,School,Social-Emotional Learning,Self-Management,73,
848,Sutro ES,Elementary,School,Social-Emotional Learning,Social Awareness,55,
853,Marshall HS,High,African American,Culture/Climate,Climate of Support for Academic Learning,58,22
853,Marshall HS,High,African American,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",55,22
853,Marshall HS,High,African American,Culture/Climate,Safety,55,22
853,Marshall HS,High,African American,Culture/Climate,Sense of Belonging (School Connectedness),48,22
853,Marshall HS,High,African American,Social-Emotional Learning,Growth Mindset,63,22
853,Marshall HS,High,African American,Social-Emotional Learning,Self-Efficacy,40,22
853,Marshall HS,High,African American,Social-Emotional Learning,Self-Management,60,22
853,Marshall HS,High,African American,Social-Emotional Learning,Social Awareness,49,22
853,Marshall HS,High,Asian,Culture/Climate,Climate of Support for Academic Learning,70,91
853,Marshall HS,High,Asian,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",54,91
853,Marshall HS,High,Asian,Culture/Climate,Safety,73,91
853,Marshall HS,High,Asian,Culture/Climate,Sense of Belonging (School Connectedness),55,91
853,Marshall HS,High,Asian,Social-Emotional Learning,Growth Mindset,64,91
853,Marshall HS,High,Asian,Social-Emotional Learning,Self-Efficacy,49,91
853,Marshall HS,High,Asian,Social-Emotional Learning,Self-Management,74,91
853,Marshall HS,High,Asian,Social-Emotional Learning,Social Awareness,58,91
853,Marshall HS,High,ELL,Culture/Climate,Climate of Support for Academic Learning,74,140
853,Marshall HS,High,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",59,140
853,Marshall HS,High,ELL,Culture/Climate,Safety,68,140
853,Marshall HS,High,ELL,Culture/Climate,Sense of Belonging (School Connectedness),63,140
853,Marshall HS,High,ELL,Social-Emotional Learning,Growth Mindset,48,140
853,Marshall HS,High,ELL,Social-Emotional Learning,Self-Efficacy,52,140
853,Marshall HS,High,ELL,Social-Emotional Learning,Self-Management,70,140
853,Marshall HS,High,ELL,Social-Emotional Learning,Social Awareness,55,140
853,Marshall HS,High,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,70,132
853,Marshall HS,High,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",58,132
853,Marshall HS,High,Hispanic/Latino,Culture/Climate,Safety,67,132
853,Marshall HS,High,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),59,132
853,Marshall HS,High,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,45,132
853,Marshall HS,High,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,42,132
853,Marshall HS,High,Hispanic/Latino,Social-Emotional Learning,Self-Management,71,132
853,Marshall HS,High,Hispanic/Latino,Social-Emotional Learning,Social Awareness,53,132
853,Marshall HS,High,Low SES,Culture/Climate,Climate of Support for Academic Learning,67,150
853,Marshall HS,High,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",56,150
853,Marshall HS,High,Low SES,Culture/Climate,Safety,66,150
853,Marshall HS,High,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),57,150
853,Marshall HS,High,Low SES,Social-Emotional Learning,Growth Mindset,53,150
853,Marshall HS,High,Low SES,Social-Emotional Learning,Self-Efficacy,46,150
853,Marshall HS,High,Low SES,Social-Emotional Learning,Self-Management,70,150
853,Marshall HS,High,Low SES,Social-Emotional Learning,Social Awareness,57,150
853,Marshall HS,High,School,Culture/Climate,Climate of Support for Academic Learning,68,
853,Marshall HS,High,School,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",55,
853,Marshall HS,High,School,Culture/Climate,Safety,67,
853,Marshall HS,High,School,Culture/Climate,Sense of Belonging (School Connectedness),56,
853,Marshall HS,High,School,Social-Emotional Learning,Growth Mindset,54,
853,Marshall HS,High,School,Social-Emotional Learning,Self-Efficacy,45,
853,Marshall HS,High,School,Social-Emotional Learning,Self-Management,71,
853,Marshall HS,High,School,Social-Emotional Learning,Social Awareness,55,
858,Brown Jr (Willie) MS,Middle,African American,Culture/Climate,Climate of Support for Academic Learning,64,89
858,Brown Jr (Willie) MS,Middle,African American,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",53,89
858,Brown Jr (Willie) MS,Middle,African American,Culture/Climate,Safety,46,89
858,Brown Jr (Willie) MS,Middle,African American,Culture/Climate,Sense of Belonging (School Connectedness),56,89
858,Brown Jr (Willie) MS,Middle,African American,Social-Emotional Learning,Growth Mindset,61,89
858,Brown Jr (Willie) MS,Middle,African American,Social-Emotional Learning,Self-Efficacy,64,89
858,Brown Jr (Willie) MS,Middle,African American,Social-Emotional Learning,Self-Management,54,89
858,Brown Jr (Willie) MS,Middle,African American,Social-Emotional Learning,Social Awareness,54,89
858,Brown Jr (Willie) MS,Middle,ELL,Culture/Climate,Climate of Support for Academic Learning,62,28
858,Brown Jr (Willie) MS,Middle,ELL,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",44,28
858,Brown Jr (Willie) MS,Middle,ELL,Culture/Climate,Safety,55,28
858,Brown Jr (Willie) MS,Middle,ELL,Culture/Climate,Sense of Belonging (School Connectedness),50,28
858,Brown Jr (Willie) MS,Middle,ELL,Social-Emotional Learning,Growth Mindset,54,28
858,Brown Jr (Willie) MS,Middle,ELL,Social-Emotional Learning,Self-Efficacy,36,28
858,Brown Jr (Willie) MS,Middle,ELL,Social-Emotional Learning,Self-Management,52,28
858,Brown Jr (Willie) MS,Middle,ELL,Social-Emotional Learning,Social Awareness,44,28
858,Brown Jr (Willie) MS,Middle,Hispanic/Latino,Culture/Climate,Climate of Support for Academic Learning,70,64
858,Brown Jr (Willie) MS,Middle,Hispanic/Latino,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",52,64
858,Brown Jr (Willie) MS,Middle,Hispanic/Latino,Culture/Climate,Safety,50,64
858,Brown Jr (Willie) MS,Middle,Hispanic/Latino,Culture/Climate,Sense of Belonging (School Connectedness),55,64
858,Brown Jr (Willie) MS,Middle,Hispanic/Latino,Social-Emotional Learning,Growth Mindset,65,64
858,Brown Jr (Willie) MS,Middle,Hispanic/Latino,Social-Emotional Learning,Self-Efficacy,52,64
858,Brown Jr (Willie) MS,Middle,Hispanic/Latino,Social-Emotional Learning,Self-Management,64,64
858,Brown Jr (Willie) MS,Middle,Hispanic/Latino,Social-Emotional Learning,Social Awareness,56,64
858,Brown Jr (Willie) MS,Middle,Low SES,Culture/Climate,Climate of Support for Academic Learning,68,150
858,Brown Jr (Willie) MS,Middle,Low SES,Culture/Climate,"Knowledge and Fairness of Discipline, Rules and Norms",53,150
858,Brown Jr (Willie) MS,Middle,Low SES,Culture/Climate,Safety,48,150
858,Brown Jr (Willie) MS,Middle,Low SES,Culture/Climate,Sense of Belonging (School Connectedness),57,150
858,Brown Jr (Willie) MS,Middle,Low SES,Social-Emotional Learning,Growth Mindset,66,150
858,Brown Jr (Willie) MS,Middle,Low SES,Social-Emotional Learning,Self-Efficacy,61,150
